renewable_resource,carrier,installed_capacity_mw,official_connection_bus,response_zone_id,constraint_group_count,mode_id,branch,flow_sign,normalized_positive_relief,relief_mw_per_mw_curtailment,mapping_method
40075-1,solar,4.99,4001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40202-1,solar,4.95,4021,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40471-1,wind,6.0,4041,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1562723576481484,0.0802349827852324,official_model_generator_bus_assignment
40471-1,wind,6.0,4041,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.10165707577170392,0.08023498278524491,official_model_generator_bus_assignment
40471-1,wind,6.0,4041,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.11031588260541512,0.08023498278511884,official_model_generator_bus_assignment
40771-1,wind,52.9,4071,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9396317306855643,0.48243551751974006,official_model_generator_bus_assignment
40771-1,wind,52.9,4071,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6112419079183314,0.4824355175195646,official_model_generator_bus_assignment
40771-1,wind,52.9,4071,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.6633054319707642,0.48243551752028163,official_model_generator_bus_assignment
40772-2,wind,18.06,4071,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9396317306855643,0.48243551751974006,official_model_generator_bus_assignment
40772-2,wind,18.06,4071,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6112419079183314,0.4824355175195646,official_model_generator_bus_assignment
40772-2,wind,18.06,4071,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.6633054319707642,0.48243551752028163,official_model_generator_bus_assignment
40773-3,wind,14.0,4071,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9396317306855643,0.48243551751974006,official_model_generator_bus_assignment
40773-3,wind,14.0,4071,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6112419079183314,0.4824355175195646,official_model_generator_bus_assignment
40773-3,wind,14.0,4071,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.6633054319707642,0.48243551752028163,official_model_generator_bus_assignment
40871-1,solar,4.0,4081,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40872-1,solar,4.0,4081,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40971-1,wind,82.0,4091,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7405799756439374,0.3802362906091549,official_model_generator_bus_assignment
40971-1,wind,82.0,4091,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4817563120695783,0.38023629060895026,official_model_generator_bus_assignment
40971-1,wind,82.0,4091,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5227906898111411,0.38023629060969216,official_model_generator_bus_assignment
40972-2,wind,4.25,4091,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7405799756439374,0.3802362906091549,official_model_generator_bus_assignment
40972-2,wind,4.25,4091,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4817563120695783,0.38023629060895026,official_model_generator_bus_assignment
40972-2,wind,4.25,4091,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5227906898111411,0.38023629060969216,official_model_generator_bus_assignment
40973-1,wind,3.6,4091,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7405799756439374,0.3802362906091549,official_model_generator_bus_assignment
40973-1,wind,3.6,4091,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4817563120695783,0.38023629060895026,official_model_generator_bus_assignment
40973-1,wind,3.6,4091,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5227906898111411,0.38023629060969216,official_model_generator_bus_assignment
41271-1,wind,60.0,4121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42073-1,solar,12.0,4201,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42271-1,solar,4.999,4221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42272-1,solar,4.0,4221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42272-2,solar,2.1,4221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42273-1,solar,4.0,4221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42273-2,solar,1.35,4221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42672-2,wind,2.44,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42673-4,wind,3.9,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42673-5,wind,0.7,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42674-5,wind,2.55,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42675-1,wind,2.55,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42676-1,wind,2.55,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
42677-1,solar,4.0,4261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
43671-DW,wind,9.0,4361,C003-Z001,0,,,,,,official_model_generator_bus_assignment
43673-1,solar,4.0,4361,C003-Z001,0,,,,,,official_model_generator_bus_assignment
43771-1,wind,28.0,4371,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1802268622281783,0.09253395421903442,official_model_generator_bus_assignment
43771-1,wind,28.0,4371,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11723977333773987,0.09253395421903254,official_model_generator_bus_assignment
43771-1,wind,28.0,4371,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1272258617911656,0.09253395421898204,official_model_generator_bus_assignment
43774-2,wind,34.15,4371,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1802268622281783,0.09253395421903442,official_model_generator_bus_assignment
43774-2,wind,34.15,4371,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11723977333773987,0.09253395421903254,official_model_generator_bus_assignment
43774-2,wind,34.15,4371,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1272258617911656,0.09253395421898204,official_model_generator_bus_assignment
43971-1,wind,50.0,4391,C003-Z001,0,,,,,,official_model_generator_bus_assignment
44736-1,wind,483.0,44731,C003-Z001,0,,,,,,official_model_generator_bus_assignment
44737-1,wind,483.0,44732,C003-Z001,0,,,,,,official_model_generator_bus_assignment
44738-1,wind,483.0,44733,C003-Z001,0,,,,,,official_model_generator_bus_assignment
44806-1,solar,4.0,4481,C003-Z001,0,,,,,,official_model_generator_bus_assignment
44871-1,wind,45.001,4481,C003-Z001,0,,,,,,official_model_generator_bus_assignment
46771-1,wind,90.0,4671,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07358611935651656,0.037781352432754566,official_model_generator_bus_assignment
46771-1,wind,90.0,4671,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05194596041505722,0.03778135243287253,official_model_generator_bus_assignment
46870-1,wind,4.99,4681,C003-Z001,0,,,,,,official_model_generator_bus_assignment
46873-1,wind,12.5,4681,C003-Z001,0,,,,,,official_model_generator_bus_assignment
46874-1,wind,15.0,4681,C003-Z001,0,,,,,,official_model_generator_bus_assignment
47071-1,solar,4.0,4701,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07361765728798848,0.03779754496626986,official_model_generator_bus_assignment
47071-1,solar,4.0,4701,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05196822369179764,0.037797544966384655,official_model_generator_bus_assignment
47072-1,solar,8.0,4701,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07361765728798848,0.03779754496626986,official_model_generator_bus_assignment
47072-1,solar,8.0,4701,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05196822369179764,0.037797544966384655,official_model_generator_bus_assignment
47073-1,wind,4.99,4701,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07361765728798848,0.03779754496626986,official_model_generator_bus_assignment
47073-1,wind,4.99,4701,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05196822369179764,0.037797544966384655,official_model_generator_bus_assignment
47871-1,wind,48.0,4781,C003-Z001,0,,,,,,official_model_generator_bus_assignment
47872-2,wind,24.8,4781,C003-Z001,0,,,,,,official_model_generator_bus_assignment
47873-3,wind,5.82,4781,C003-Z001,0,,,,,,official_model_generator_bus_assignment
47971-1,solar,95.0,4791,C003-Z001,0,,,,,,official_model_generator_bus_assignment
49571-1,wind,21.0,4951,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999991948,0.8112009327691501,official_model_generator_bus_assignment
49572-1,wind,3.3,4951,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999991948,0.8112009327691501,official_model_generator_bus_assignment
49605-2,wind,3.017,4961,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.06507969227262672,0.033413893971697535,official_model_generator_bus_assignment
49608-1,wind,22.0,4961,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.06507969227262672,0.033413893971697535,official_model_generator_bus_assignment
49671-1,solar,4.0,4961,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.06507969227262672,0.033413893971697535,official_model_generator_bus_assignment
49672-2,wind,3.0,4961,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.06507969227262672,0.033413893971697535,official_model_generator_bus_assignment
49673-1,solar,7.0,4961,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.06507969227262672,0.033413893971697535,official_model_generator_bus_assignment
49771-1,solar,58.6,4971,C003-Z001,0,,,,,,official_model_generator_bus_assignment
49871-1,wind,4.08,4981,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.2490188855301857,0.12785387188371342,official_model_generator_bus_assignment
49871-1,wind,4.08,4981,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.16198982402191453,0.1278538718836621,official_model_generator_bus_assignment
49871-1,wind,4.08,4981,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.17578757085499813,0.1278538718838686,official_model_generator_bus_assignment
49971-1,wind,31.5,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49971-1,wind,31.5,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49971-1,wind,31.5,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49972-7,wind,2.3,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49972-7,wind,2.3,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49972-7,wind,2.3,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49973-2,wind,7.4,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49973-2,wind,7.4,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49973-2,wind,7.4,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49974-6,wind,4.25,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49974-6,wind,4.25,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49974-6,wind,4.25,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49975-4,wind,4.2,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49975-4,wind,4.2,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49975-4,wind,4.2,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49976-3,wind,9.2,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49976-3,wind,9.2,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49976-3,wind,9.2,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49977-1,wind,0.6,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49977-1,wind,0.6,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49977-1,wind,0.6,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49978-2,wind,1.4,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49978-2,wind,1.4,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49978-2,wind,1.4,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49979-3,wind,0.3,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49979-3,wind,0.3,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49979-3,wind,0.3,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
49992-1,wind,2.1,4991,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999998131,0.5134304236061296,official_model_generator_bus_assignment
49992-1,wind,2.1,4991,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314137,0.5134304236059215,official_model_generator_bus_assignment
49992-1,wind,2.1,4991,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346151,0.5134304236067377,official_model_generator_bus_assignment
50024-1,solar,4.0,5001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
50071-1,wind,7.65,5001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
50073-1,solar,4.0,5001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
50871-1,wind,105.0,5081,C003-Z001,0,,,,,,official_model_generator_bus_assignment
51871-1,solar,4.95,5181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
51971-1,wind,91.2,51911,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7408101480516366,0.38035446812594237,official_model_generator_bus_assignment
51971-1,wind,91.2,51911,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4819060420297746,0.3803544681257398,official_model_generator_bus_assignment
51971-1,wind,91.2,51911,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5229531732643204,0.3803544681264813,official_model_generator_bus_assignment
51972-1,wind,48.0,51911,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.7408101480516366,0.38035446812594237,official_model_generator_bus_assignment
51972-1,wind,48.0,51911,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.4819060420297746,0.3803544681257398,official_model_generator_bus_assignment
51972-1,wind,48.0,51911,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.5229531732643204,0.3803544681264813,official_model_generator_bus_assignment
52171-1,solar,70.0,5211,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52271-1,wind,12.6,5221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52671-1,wind,1.65,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52672-2,wind,1.3,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52673-2,wind,7.5,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52675-1,wind,6.6,52610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52675-4,wind,22.5,52610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52676-3,wind,17.2,52610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52677-2,wind,2.55,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52678-1,solar,4.0,5261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52700-1,wind,36.9,5271,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52771-1,wind,49.08,5274,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52773-1,wind,33.0,5274,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52778-5,wind,9.0,5271,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52871-1,wind,15.0,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52872-2,wind,6.8,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52873-3,wind,3.96,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52874-1,solar,9.9,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52875-5,wind,5.1,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52876-6,wind,1.7,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52878-1,wind,15.0,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52879-1,solar,4.0,5281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52971-1,solar,50.0,5291,C003-Z001,0,,,,,,official_model_generator_bus_assignment
52972-1,solar,105.0,5291,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53205-1,solar,4.0,5321,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53205-2,solar,1.8,5321,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53271-1,solar,4.0,5321,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53272-1,solar,14.0,5321,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53471-1,wind,5.94,5341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.14912016975064066,0.07656283192330368,official_model_generator_bus_assignment
53471-1,wind,5.94,5341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.09700449026024824,0.07656283192329345,official_model_generator_bus_assignment
53471-1,wind,5.94,5341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.10526700555298202,0.07656283192326038,official_model_generator_bus_assignment
53472-1,wind,3.6,5341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.14912016975064066,0.07656283192330368,official_model_generator_bus_assignment
53472-1,wind,3.6,5341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.09700449026024824,0.07656283192329345,official_model_generator_bus_assignment
53472-1,wind,3.6,5341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.10526700555298202,0.07656283192326038,official_model_generator_bus_assignment
53473-1,wind,2.5,5341,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.14912016975064066,0.07656283192330368,official_model_generator_bus_assignment
53473-1,wind,2.5,5341,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.09700449026024824,0.07656283192329345,official_model_generator_bus_assignment
53473-1,wind,2.5,5341,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.10526700555298202,0.07656283192326038,official_model_generator_bus_assignment
53571-1,solar,66.56,5351,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53571-2,solar,90.0,5351,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53671-1,wind,5.0,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
53671-1,wind,5.0,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
53671-1,wind,5.0,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
53672-2,wind,4.8,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
53672-2,wind,4.8,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
53672-2,wind,4.8,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
53673-3,wind,14.0,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
53673-3,wind,14.0,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
53673-3,wind,14.0,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
53674-4,wind,9.99,5361,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.999999999999827,0.5134304236061367,official_model_generator_bus_assignment
53674-4,wind,9.99,5361,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038314263,0.5134304236059314,official_model_generator_bus_assignment
53674-4,wind,9.99,5361,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392346176,0.5134304236067395,official_model_generator_bus_assignment
53871-1,wind,3.0,5381,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53871-2,wind,1.6,5381,C003-Z001,0,,,,,,official_model_generator_bus_assignment
53872-1,solar,4.0,5381,C003-Z001,0,,,,,,official_model_generator_bus_assignment
54471-1,wind,4.25,5441,C003-Z001,0,,,,,,official_model_generator_bus_assignment
54472-1,wind,6.0,5441,C003-Z001,0,,,,,,official_model_generator_bus_assignment
54473-1,solar,3.99,5441,C003-Z001,0,,,,,,official_model_generator_bus_assignment
54474-1,solar,6.0,5441,C003-Z001,0,,,,,,official_model_generator_bus_assignment
54571-1,solar,95.0,5451,C003-Z001,0,,,,,,official_model_generator_bus_assignment
55071-1,wind,11.9,5501,C003-Z001,0,,,,,,official_model_generator_bus_assignment
55072-2,wind,20.25,5501,C003-Z001,0,,,,,,official_model_generator_bus_assignment
55073-3,wind,6.75,5501,C003-Z001,0,,,,,,official_model_generator_bus_assignment
55074-1,solar,7.98,5501,C003-Z001,0,,,,,,official_model_generator_bus_assignment
55076-1,solar,4.95,5501,C003-Z001,0,,,,,,official_model_generator_bus_assignment
66095-1,wind,58.0,66094,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.09259219738748618,0.04753965112728827,official_model_generator_bus_assignment
66095-1,wind,58.0,66094,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.060232354380128694,0.047539651127261544,official_model_generator_bus_assignment
66095-1,wind,58.0,66094,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.06536274316799177,0.04753965112739379,official_model_generator_bus_assignment
66171-2,wind,160.0,66123,C003-Z001,0,,,,,,official_model_generator_bus_assignment
66171-OS,wind,210.0,66123,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67025-1,wind,89.0,14013,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1273010513369557,0.06536023271345102,official_model_generator_bus_assignment
67025-1,wind,89.0,14013,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745535888,0.06536023271349116,official_model_generator_bus_assignment
67025-1,wind,89.0,14013,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953463971,0.06536023271323795,official_model_generator_bus_assignment
67026-2,wind,83.0,14013,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1273010513369557,0.06536023271345102,official_model_generator_bus_assignment
67026-2,wind,83.0,14013,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745535888,0.06536023271349116,official_model_generator_bus_assignment
67026-2,wind,83.0,14013,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953463971,0.06536023271323795,official_model_generator_bus_assignment
67030-1,wind,36.98,1251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67031-1,wind,10.0,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67031-2,wind,24.0,1881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67033-1,wind,32.9,1401,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1273010513369163,0.06536023271343079,official_model_generator_bus_assignment
67033-1,wind,32.9,1401,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745533732,0.06536023271347416,official_model_generator_bus_assignment
67033-1,wind,32.9,1401,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953462425,0.0653602327132267,official_model_generator_bus_assignment
67034-1,wind,114.2,6201,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67044-1,wind,54.3,3891,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67044-2,wind,13.6,3891,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67045-1,wind,35.2,1121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67058-1,wind,108.0,2111,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67059-1,wind,19.2,5241,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.15627235764812789,0.08023498278522187,official_model_generator_bus_assignment
67059-1,wind,19.2,5241,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.1016570757716934,0.08023498278523661,official_model_generator_bus_assignment
67059-1,wind,19.2,5241,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.11031588260537854,0.08023498278509224,official_model_generator_bus_assignment
67062-1,wind,91.2,20900,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999996111,0.8112009327694878,official_model_generator_bus_assignment
67062-2,wind,18.0,20900,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999996111,0.8112009327694878,official_model_generator_bus_assignment
67066-1,wind,79.2,2401,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67069-1,wind,36.0,2391,C003-Z001,0,,,,,,official_model_generator_bus_assignment
67071-5,wind,50.0,14016,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.12730105133666497,0.06536023271330176,official_model_generator_bus_assignment
67071-5,wind,50.0,14016,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08281088745520573,0.0653602327133703,official_model_generator_bus_assignment
67071-5,wind,50.0,14016,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.08986443953451372,0.06536023271314631,official_model_generator_bus_assignment
